@PG,,,ID:bwa,PN:bwa,,VN:0.7.17-r1188,CL:bwa,mem,#NAME?,10,/cluster/project/gdc/shared/p298/Rishi/PostPhaseScaffoldingGenomes/WF_Canu.chr.fasta,/cluster/project/gdc/shared/p298/Rishi/LinkageMap/SpeciesAveragedMap.fasta,,,,,,
consensus_59082,SA29,29.11,16,PGA,scaffold4,81978315,60,x,x,x,x,x,x,x,x,x,x,x
consensus_44910,SA29,29.11,0,PGA,scaffold4,63068231,60,x,x,x,x,x,x,x,x,x,x,x
consensus_34960,SA29,29.11,16,PGA,scaffold4,59544018,60,x,x,x,x,x,x,x,x,x,x,x
consensus_19588,SA29,29.44,0,Contig,18230.022166F,6306,60,x,x,x,x,x,x,x,x,x,x,x
consensus_40633,SA29,29.44,0,PGA,scaffold4,2462584,60,x,x,x,x,x,x,x,x,x,x,x
consensus_24295,SA29,29.44,0,PGA,scaffold4,62976005,48,x,x,x,x,x,x,x,x,x,x,x
consensus_69022,SA29,29.44,0,PGA,scaffold4,62792124,60,x,x,x,x,x,x,x,x,x,x,x
consensus_4424,SA29,29.76,16,PGA,scaffold4,58951102,60,x,x,x,x,x,x,x,x,x,x,x
consensus_56255,SA29,30.09,16,PGA,scaffold4,60948406,60,x,x,x,x,x,x,x,x,x,x,x
consensus_1107,SA29,31.72,16,PGA,scaffold4,61039976,60,x,x,x,x,x,x,x,x,x,x,x
consensus_32560,SA29,33.04,0,PGA,scaffold4,55851114,60,x,x,x,x,x,x,x,x,x,x,x
consensus_13955,SA29,33.37,16,PGA,scaffold4,56028551,60,x,x,x,x,x,x,x,x,x,x,x
consensus_37888,SA29,33.37,0,PGA,scaffold4,55980743,60,x,x,x,x,x,x,x,x,x,x,x
consensus_33568,SA29,33.69,0,PGA,scaffold4,56256413,60,x,x,x,x,x,x,x,x,x,x,x
consensus_16152,SA29,34.68,16,PGA,scaffold4,38076862,52,x,x,x,x,x,x,x,x,x,x,x
consensus_11813,SA29,34.68,16,PGA,scaffold4,55688419,60,x,x,x,x,x,x,x,x,x,x,x
consensus_34906,SA29,34.68,0,PGA,scaffold4,43197410,60,x,x,x,x,x,x,x,x,x,x,x
consensus_31384,SA29,34.68,16,PGA,scaffold4,55841959,43,x,x,x,x,x,x,x,x,x,x,x
consensus_54544,SA29,35,16,PGA,scaffold4,56742820,60,x,x,x,x,x,x,x,x,x,x,x
consensus_16250,SA29,35,16,PGA,scaffold4,40843705,60,x,x,x,x,x,x,x,x,x,x,x
consensus_35675,SA29,35,16,Contig,14991.016591F,8133,60,x,x,x,x,x,x,x,x,x,x,x
consensus_60152,SA29,35,0,PGA,scaffold4,52462351,60,x,x,x,x,x,x,x,x,x,x,x
consensus_42185,SA29,35,0,PGA,scaffold4,43221251,60,x,x,x,x,x,x,x,x,x,x,x
consensus_45904,SA29,35,16,PGA,scaffold4,41625891,60,x,x,x,x,x,x,x,x,x,x,x
consensus_32949,SA29,35.66,16,PGA,scaffold4,40746741,60,x,x,x,x,x,x,x,x,x,x,x
consensus_39968,SA29,38.29,16,PGA,scaffold4,39473815,60,x,x,x,x,x,x,x,x,x,x,x
consensus_50286,SA29,43.05,16,PGA,scaffold4,52635710,60,x,x,x,x,x,x,x,x,x,x,x
consensus_68939,SA29,50.76,16,PGA,scaffold4,50360595,60,x,x,x,x,x,x,x,x,x,x,x
consensus_26430,SA29,52.08,16,PGA,scaffold4,49919264,51,x,x,x,x,x,x,x,x,x,x,x
consensus_37968,SA29,55.09,0,PGA,scaffold4,47104067,60,x,x,x,x,x,x,x,x,x,x,x
consensus_31461,SA29,56.73,16,PGA,scaffold4,47571825,60,x,x,x,x,x,x,x,x,x,x,x
consensus_34251,SA29,57.05,16,PGA,scaffold4,47230060,60,x,x,x,x,x,x,x,x,x,x,x
consensus_48181,SA29,61.08,0,PGA,scaffold4,49797408,60,x,x,x,x,x,x,x,x,x,x,x
consensus_39392,SA02,0,16,PGA,scaffold29,50201034,49,x,x,x,x,x,x,x,x,x,x,x
consensus_45275,SA02,0.98,16,PGA,scaffold0,109932100,40,x,x,x,x,x,x,x,x,x,x,x
consensus_10484,SA02,3.64,0,PGA,scaffold0,109152174,45,x,x,x,x,x,x,x,x,x,x,x
consensus_1555,SA02,5.29,0,PGA,scaffold0,107099004,60,x,x,x,x,x,x,x,x,x,x,x
consensus_33523,SA02,5.29,16,PGA,scaffold0,107456567,60,x,x,x,x,x,x,x,x,x,x,x
consensus_43202,SA02,8.99,0,PGA,scaffold0,108483474,60,x,x,x,x,x,x,x,x,x,x,x
consensus_39599,SA02,10.31,16,Contig,17940.022826F,10280,60,x,x,x,x,x,x,x,x,x,x,x
consensus_43724,SA02,11.62,0,PGA,scaffold0,106163512,60,x,x,x,x,x,x,x,x,x,x,x
consensus_38482,SA02,12.28,16,PGA,scaffold0,105911812,60,x,x,x,x,x,x,x,x,x,x,x
consensus_41021,SA02,13.93,0,PGA,scaffold0,105636700,56,x,x,x,x,x,x,x,x,x,x,x
consensus_49759,SA02,20.51,0,PGA,scaffold0,103755282,60,x,x,x,x,x,x,x,x,x,x,x
consensus_18575,SA02,21.49,0,PGA,scaffold0,103670440,60,x,x,x,x,x,x,x,x,x,x,x
consensus_2462,SA02,22.15,16,Contig,18878.022201F,2549,60,x,x,x,x,x,x,x,x,x,x,x
consensus_2896,SA02,22.15,0,PGA,scaffold0,102870769,60,x,x,x,x,x,x,x,x,x,x,x
consensus_44342,SA02,23.13,0,PGA,scaffold0,105830835,60,x,x,x,x,x,x,x,x,x,x,x
consensus_27077,SA02,23.13,0,PGA,scaffold0,102071159,60,x,x,x,x,x,x,x,x,x,x,x
consensus_36825,SA02,24.45,16,PGA,scaffold0,105284896,60,x,x,x,x,x,x,x,x,x,x,x
consensus_52148,SA02,24.45,0,PGA,scaffold0,109823980,60,x,x,x,x,x,x,x,x,x,x,x
consensus_2575,SA02,24.45,0,PGA,scaffold0,104632259,60,x,x,x,x,x,x,x,x,x,x,x
consensus_35676,SA02,24.45,0,PGA,scaffold0,104096395,60,x,x,x,x,x,x,x,x,x,x,x
consensus_33912,SA02,24.45,0,PGA,scaffold0,104096309,60,x,x,x,x,x,x,x,x,x,x,x
consensus_61649,SA02,24.45,16,PGA,scaffold0,107810556,60,x,x,x,x,x,x,x,x,x,x,x
consensus_12762,SA02,24.77,0,PGA,scaffold0,99551115,60,x,x,x,x,x,x,x,x,x,x,x
consensus_15196,SA02,25.76,0,PGA,scaffold0,95697525,60,x,x,x,x,x,x,x,x,x,x,x
consensus_36765,SA02,25.76,0,PGA,scaffold0,95541976,60,x,x,x,x,x,x,x,x,x,x,x
consensus_2455,SA02,26.08,16,PGA,scaffold5,21101224,60,x,x,x,x,x,x,x,x,x,x,x
consensus_10390,SA02,26.08,16,PGA,scaffold0,100101027,60,x,x,x,x,x,x,x,x,x,x,x
consensus_43790,SA02,26.08,0,PGA,scaffold0,99535477,43,x,x,x,x,x,x,x,x,x,x,x
consensus_32566,SA02,26.08,16,PGA,scaffold0,97051385,60,x,x,x,x,x,x,x,x,x,x,x
consensus_60409,SA02,26.08,0,PGA,scaffold0,103462798,60,x,x,x,x,x,x,x,x,x,x,x
consensus_43900,SA02,26.08,0,PGA,scaffold0,87346866,60,x,x,x,x,x,x,x,x,x,x,x
consensus_4632,SA02,26.08,0,PGA,scaffold0,99806061,60,x,x,x,x,x,x,x,x,x,x,x
consensus_49972,SA02,26.08,0,PGA,scaffold0,87081795,60,x,x,x,x,x,x,x,x,x,x,x
consensus_66128,SA02,26.08,0,PGA,scaffold0,74869329,60,x,x,x,x,x,x,x,x,x,x,x
consensus_69538,SA02,26.08,0,PGA,scaffold0,4394055,60,x,x,x,x,x,x,x,x,x,x,x
consensus_63489,SA02,26.08,0,PGA,scaffold0,6593027,51,x,x,x,x,x,x,x,x,x,x,x
consensus_23948,SA02,26.08,0,PGA,scaffold0,85485167,60,x,x,x,x,x,x,x,x,x,x,x
consensus_8541,SA02,26.08,0,PGA,scaffold0,98304370,60,x,x,x,x,x,x,x,x,x,x,x
consensus_16598,SA02,26.41,0,PGA,scaffold0,98229357,60,x,x,x,x,x,x,x,x,x,x,x
consensus_26310,SA02,26.73,0,Contig,15645.017729F,9210,60,x,x,x,x,x,x,x,x,x,x,x
consensus_26036,SA02,27.06,16,PGA,scaffold0,94187198,60,x,x,x,x,x,x,x,x,x,x,x
consensus_27744,SA02,27.06,0,PGA,scaffold0,93654928,60,x,x,x,x,x,x,x,x,x,x,x
consensus_43744,SA02,27.39,0,PGA,scaffold0,92414790,60,x,x,x,x,x,x,x,x,x,x,x
consensus_43688,SA02,27.39,16,PGA,scaffold0,94900849,60,x,x,x,x,x,x,x,x,x,x,x
consensus_41541,SA02,27.39,16,PGA,scaffold29,12119278,60,x,x,x,x,x,x,x,x,x,x,x
consensus_48273,SA02,27.71,0,PGA,scaffold0,91428697,60,x,x,x,x,x,x,x,x,x,x,x
consensus_26666,SA02,27.71,16,PGA,scaffold0,91142284,60,x,x,x,x,x,x,x,x,x,x,x
consensus_24409,SA02,27.71,0,PGA,scaffold0,91381519,60,x,x,x,x,x,x,x,x,x,x,x
consensus_10304,SA02,27.71,0,PGA,scaffold0,91119562,60,x,x,x,x,x,x,x,x,x,x,x
consensus_38785,SA02,28.69,0,PGA,scaffold0,88524373,60,x,x,x,x,x,x,x,x,x,x,x
consensus_34569,SA02,28.69,0,PGA,scaffold0,87009687,60,x,x,x,x,x,x,x,x,x,x,x
consensus_32859,SA02,28.69,0,PGA,scaffold0,87700471,45,x,x,x,x,x,x,x,x,x,x,x
consensus_18559,SA02,28.69,16,PGA,scaffold0,87662625,48,x,x,x,x,x,x,x,x,x,x,x
consensus_38726,SA02,28.69,16,PGA,scaffold0,87145043,60,x,x,x,x,x,x,x,x,x,x,x
consensus_35064,SA02,28.69,16,PGA,scaffold0,87562779,60,x,x,x,x,x,x,x,x,x,x,x
consensus_68736,SA02,29.02,0,PGA,scaffold0,86075341,60,x,x,x,x,x,x,x,x,x,x,x
consensus_2942,SA02,29.02,0,PGA,scaffold0,86141989,60,x,x,x,x,x,x,x,x,x,x,x
consensus_23823,SA02,29.34,0,PGA,scaffold0,85559777,60,x,x,x,x,x,x,x,x,x,x,x
consensus_18891,SA02,29.34,16,PGA,scaffold0,85536569,60,x,x,x,x,x,x,x,x,x,x,x
consensus_8775,SA02,29.34,0,PGA,scaffold0,84589437,60,x,x,x,x,x,x,x,x,x,x,x
consensus_66611,SA02,29.34,16,PGA,scaffold0,85357826,60,x,x,x,x,x,x,x,x,x,x,x
consensus_54743,SA02,29.34,16,PGA,scaffold0,85649479,49,x,x,x,x,x,x,x,x,x,x,x
consensus_2073,SA02,29.67,0,PGA,scaffold0,85733212,49,x,x,x,x,x,x,x,x,x,x,x
consensus_33544,SA02,29.67,16,PGA,scaffold0,84862506,60,x,x,x,x,x,x,x,x,x,x,x
consensus_28215,SA02,29.99,0,PGA,scaffold0,83891403,60,x,x,x,x,x,x,x,x,x,x,x
consensus_26427,SA02,29.99,0,PGA,scaffold0,85649393,60,x,x,x,x,x,x,x,x,x,x,x
consensus_33868,SA02,29.99,0,PGA,scaffold0,84451428,60,x,x,x,x,x,x,x,x,x,x,x
consensus_48952,SA02,30.32,0,PGA,scaffold0,84607328,60,x,x,x,x,x,x,x,x,x,x,x
consensus_16150,SA02,31.64,0,PGA,scaffold0,82869148,41,x,x,x,x,x,x,x,x,x,x,x
consensus_23663,SA02,32.62,0,PGA,scaffold0,82487100,60,x,x,x,x,x,x,x,x,x,x,x
consensus_36083,SA02,33.27,0,PGA,scaffold0,80270670,57,x,x,x,x,x,x,x,x,x,x,x
consensus_7850,SA02,33.6,16,PGA,scaffold0,80925258,54,x,x,x,x,x,x,x,x,x,x,x
consensus_7569,SA02,33.6,0,PGA,scaffold0,81379441,60,x,x,x,x,x,x,x,x,x,x,x
consensus_48779,SA02,34.58,0,PGA,scaffold0,78978836,60,x,x,x,x,x,x,x,x,x,x,x
consensus_27634,SA02,34.91,16,Contig,18756.000667F,8268,60,x,x,x,x,x,x,x,x,x,x,x
consensus_19013,SA02,37.23,0,PGA,scaffold0,78431482,60,x,x,x,x,x,x,x,x,x,x,x
consensus_30466,SA02,38.22,0,PGA,scaffold0,78431396,60,x,x,x,x,x,x,x,x,x,x,x
consensus_56622,SA02,41.23,16,PGA,scaffold0,73903499,60,x,x,x,x,x,x,x,x,x,x,x
consensus_62144,SA02,43.55,0,PGA,scaffold0,74954177,60,x,x,x,x,x,x,x,x,x,x,x
consensus_27400,SA02,44.54,0,PGA,scaffold0,95023477,60,x,x,x,x,x,x,x,x,x,x,x
consensus_64090,SA02,44.54,16,PGA,scaffold0,73027061,60,x,x,x,x,x,x,x,x,x,x,x
consensus_53904,SA02,44.54,0,PGA,scaffold0,71537276,60,x,x,x,x,x,x,x,x,x,x,x
consensus_33548,SA02,44.86,16,PGA,scaffold0,69129747,60,x,x,x,x,x,x,x,x,x,x,x
consensus_856,SA02,45.19,0,PGA,scaffold0,71740155,60,x,x,x,x,x,x,x,x,x,x,x
consensus_58443,SA02,45.19,0,PGA,scaffold0,71537362,60,x,x,x,x,x,x,x,x,x,x,x
consensus_37547,SA02,45.51,16,PGA,scaffold0,61784629,37,x,x,x,x,x,x,x,x,x,x,x
consensus_22285,SA02,45.51,16,PGA,scaffold0,73025542,54,x,x,x,x,x,x,x,x,x,x,x
consensus_40501,SA02,45.51,0,PGA,scaffold0,71795910,60,x,x,x,x,x,x,x,x,x,x,x
consensus_17371,SA02,46.17,16,PGA,scaffold0,62255834,60,x,x,x,x,x,x,x,x,x,x,x
consensus_8494,SA02,46.17,0,PGA,scaffold0,71740069,60,x,x,x,x,x,x,x,x,x,x,x
consensus_29721,SA02,46.17,0,PGA,scaffold0,70564618,60,x,x,x,x,x,x,x,x,x,x,x
consensus_13232,SA02,46.49,16,PGA,scaffold0,67695186,60,x,x,x,x,x,x,x,x,x,x,x
consensus_41666,SA02,47.15,0,PGA,scaffold0,61751097,60,x,x,x,x,x,x,x,x,x,x,x
consensus_33213,SA02,47.15,16,PGA,scaffold0,61751011,60,x,x,x,x,x,x,x,x,x,x,x
consensus_11207,SA02,49.47,16,PGA,scaffold0,83577278,60,x,x,x,x,x,x,x,x,x,x,x
consensus_60595,SA02,49.47,0,PGA,scaffold0,73987948,60,x,x,x,x,x,x,x,x,x,x,x
consensus_48688,SA02,50.13,0,PGA,scaffold0,85459310,60,x,x,x,x,x,x,x,x,x,x,x
consensus_34197,SA02,50.13,16,PGA,scaffold0,23665870,60,x,x,x,x,x,x,x,x,x,x,x
consensus_34260,SA02,50.13,0,PGA,scaffold0,3969771,60,x,x,x,x,x,x,x,x,x,x,x
consensus_3507,SA02,50.13,0,PGA,scaffold0,72901223,60,x,x,x,x,x,x,x,x,x,x,x
consensus_42699,SA02,50.13,0,PGA,scaffold0,85850521,60,x,x,x,x,x,x,x,x,x,x,x
consensus_70556,SA02,50.13,16,PGA,scaffold0,60794840,60,x,x,x,x,x,x,x,x,x,x,x
consensus_728,SA02,50.13,0,PGA,scaffold0,83840951,60,x,x,x,x,x,x,x,x,x,x,x
consensus_43327,SA02,50.13,16,PGA,scaffold0,59962017,60,x,x,x,x,x,x,x,x,x,x,x
consensus_50167,SA02,50.45,16,PGA,scaffold0,59962103,60,x,x,x,x,x,x,x,x,x,x,x
consensus_17079,SA02,51.1,0,PGA,scaffold0,64077329,60,x,x,x,x,x,x,x,x,x,x,x
consensus_5896,SA02,51.1,0,PGA,scaffold0,89507207,60,x,x,x,x,x,x,x,x,x,x,x
consensus_30798,SA02,51.1,16,PGA,scaffold0,72017953,60,x,x,x,x,x,x,x,x,x,x,x
consensus_22,SA02,51.1,0,PGA,scaffold0,13502525,60,x,x,x,x,x,x,x,x,x,x,x
consensus_32701,SA02,51.1,16,PGA,scaffold29,9178035,60,x,x,x,x,x,x,x,x,x,x,x
consensus_49255,SA02,51.1,16,PGA,scaffold0,41243743,51,x,x,x,x,x,x,x,x,x,x,x
consensus_62440,SA02,51.1,0,PGA,scaffold0,79543033,60,x,x,x,x,x,x,x,x,x,x,x
consensus_30227,SA02,51.1,16,PGA,scaffold0,63013732,60,x,x,x,x,x,x,x,x,x,x,x
consensus_21144,SA02,51.1,0,PGA,scaffold0,22938698,60,x,x,x,x,x,x,x,x,x,x,x
consensus_14848,SA02,52.09,16,PGA,scaffold0,56578263,60,x,x,x,x,x,x,x,x,x,x,x
consensus_27721,SA02,52.09,0,PGA,scaffold0,94147987,60,x,x,x,x,x,x,x,x,x,x,x
consensus_17510,SA02,53.4,16,PGA,scaffold0,57032354,60,x,x,x,x,x,x,x,x,x,x,x
consensus_51223,SA02,55.05,16,PGA,scaffold28,36884383,60,x,x,x,x,x,x,x,x,x,x,x
consensus_32510,SA02,59.11,0,PGA,scaffold0,18694482,60,x,x,x,x,x,x,x,x,x,x,x
consensus_14493,SA02,66.07,0,PGA,scaffold0,7640557,60,x,x,x,x,x,x,x,x,x,x,x
consensus_14521,SA02,66.72,0,PGA,scaffold0,3332337,48,x,x,x,x,x,x,x,x,x,x,x
consensus_10241,SA02,71.34,0,PGA,scaffold38,5298008,60,x,x,x,x,x,x,x,x,x,x,x
consensus_8946,SA02,71.67,0,PGA,scaffold0,50642392,60,x,x,x,x,x,x,x,x,x,x,x
consensus_10891,SA02,71.67,16,PGA,scaffold38,13580384,60,x,x,x,x,x,x,x,x,x,x,x
consensus_10558,SA02,71.67,0,PGA,scaffold0,48999810,60,x,x,x,x,x,x,x,x,x,x,x
consensus_27992,SA02,72.65,0,PGA,scaffold0,70235043,60,x,x,x,x,x,x,x,x,x,x,x
consensus_26781,SA02,72.65,0,PGA,scaffold0,95948509,60,x,x,x,x,x,x,x,x,x,x,x
consensus_3058,SA02,72.65,0,PGA,scaffold0,76366596,60,x,x,x,x,x,x,x,x,x,x,x
consensus_55857,SA02,73.3,0,PGA,scaffold0,92082818,59,x,x,x,x,x,x,x,x,x,x,x
consensus_60688,SA02,73.3,0,PGA,scaffold0,23507883,60,x,x,x,x,x,x,x,x,x,x,x
consensus_29627,SA02,73.3,0,PGA,scaffold0,79264635,60,x,x,x,x,x,x,x,x,x,x,x
consensus_27584,SA02,73.3,16,Contig,15349.017232F,26411,60,x,x,x,x,x,x,x,x,x,x,x
consensus_33377,SA02,73.3,0,PGA,scaffold0,80685822,60,x,x,x,x,x,x,x,x,x,x,x
consensus_15301,SA02,73.62,0,PGA,scaffold0,18126069,60,x,x,x,x,x,x,x,x,x,x,x
consensus_26440,SA02,73.62,0,PGA,scaffold0,49165020,60,x,x,x,x,x,x,x,x,x,x,x
consensus_50810,SA02,73.95,16,PGA,scaffold0,78907614,60,x,x,x,x,x,x,x,x,x,x,x
consensus_37066,SA02,73.95,16,PGA,scaffold0,88566467,60,x,x,x,x,x,x,x,x,x,x,x
consensus_10545,SA02,74.6,0,PGA,scaffold0,95820581,60,x,x,x,x,x,x,x,x,x,x,x
consensus_59514,SA02,74.6,0,PGA,scaffold0,98335481,60,x,x,x,x,x,x,x,x,x,x,x
consensus_43755,SA02,74.93,16,PGA,scaffold0,70379917,60,x,x,x,x,x,x,x,x,x,x,x
consensus_10660,SA02,74.93,16,PGA,scaffold0,94439866,60,x,x,x,x,x,x,x,x,x,x,x
consensus_52225,SA02,74.93,0,PGA,scaffold38,14368072,60,x,x,x,x,x,x,x,x,x,x,x
consensus_24909,SA02,74.93,0,PGA,scaffold38,2758792,60,x,x,x,x,x,x,x,x,x,x,x
consensus_68201,SA02,74.93,0,PGA,scaffold0,72592683,60,x,x,x,x,x,x,x,x,x,x,x
consensus_16799,SA02,75.25,0,PGA,scaffold0,44038268,59,x,x,x,x,x,x,x,x,x,x,x
consensus_36762,SA02,75.58,16,PGA,scaffold0,95895348,60,x,x,x,x,x,x,x,x,x,x,x
consensus_58188,SA02,75.58,0,PGA,scaffold38,11363714,32,x,x,x,x,x,x,x,x,x,x,x
consensus_46800,SA02,75.91,16,PGA,scaffold38,4883519,60,x,x,x,x,x,x,x,x,x,x,x
consensus_6288,SA02,76.23,0,PGA,scaffold38,11129040,60,x,x,x,x,x,x,x,x,x,x,x
consensus_34729,SA02,76.23,16,Contig,18300.022151F,10537,60,x,x,x,x,x,x,x,x,x,x,x
consensus_13081,SA02,76.23,16,PGA,scaffold0,50699872,60,x,x,x,x,x,x,x,x,x,x,x
consensus_43710,SA02,77.88,0,PGA,scaffold0,85361898,60,x,x,x,x,x,x,x,x,x,x,x
consensus_35988,SA02,78.21,16,PGA,scaffold38,8033347,60,x,x,x,x,x,x,x,x,x,x,x
consensus_45911,SA02,78.53,16,PGA,scaffold0,85850435,60,x,x,x,x,x,x,x,x,x,x,x
consensus_36471,SA02,79.19,0,PGA,scaffold0,61224467,60,x,x,x,x,x,x,x,x,x,x,x
consensus_23567,SA02,83.57,0,PGA,scaffold0,29241714,60,x,x,x,x,x,x,x,x,x,x,x
consensus_18415,SA30,0,0,PGA,scaffold4,6451943,60,x,x,x,x,x,x,x,x,x,x,x
consensus_17865,SA30,3.98,0,PGA,scaffold4,24051181,60,x,x,x,x,x,x,x,x,x,x,x
consensus_6106,SA30,4.63,16,PGA,scaffold4,9318254,60,x,x,x,x,x,x,x,x,x,x,x
consensus_35530,SA30,4.96,0,PGA,scaffold4,6561372,60,x,x,x,x,x,x,x,x,x,x,x
consensus_42522,SA30,5.28,16,PGA,scaffold4,7210681,60,x,x,x,x,x,x,x,x,x,x,x
consensus_47852,SA30,5.28,16,PGA,scaffold4,6997654,60,x,x,x,x,x,x,x,x,x,x,x
consensus_41218,SA30,5.28,0,PGA,scaffold4,18000327,60,x,x,x,x,x,x,x,x,x,x,x
consensus_32909,SA30,5.61,0,PGA,scaffold4,24051267,60,x,x,x,x,x,x,x,x,x,x,x
consensus_15205,SA30,5.61,0,PGA,scaffold4,24053094,60,x,x,x,x,x,x,x,x,x,x,x
consensus_11867,SA30,5.93,0,PGA,scaffold4,15616636,60,x,x,x,x,x,x,x,x,x,x,x
consensus_30024,SA30,5.93,16,PGA,scaffold4,7210595,60,x,x,x,x,x,x,x,x,x,x,x
consensus_57129,SA30,6.59,0,PGA,scaffold4,34383439,60,x,x,x,x,x,x,x,x,x,x,x
consensus_25801,SA30,6.59,0,PGA,scaffold4,24880696,60,x,x,x,x,x,x,x,x,x,x,x
consensus_30148,SA30,6.59,0,PGA,scaffold4,16535457,60,x,x,x,x,x,x,x,x,x,x,x
consensus_46478,SA30,6.59,16,PGA,scaffold4,3468409,60,x,x,x,x,x,x,x,x,x,x,x
consensus_10740,SA30,7.24,16,PGA,scaffold4,12982367,60,x,x,x,x,x,x,x,x,x,x,x
consensus_29451,SA30,7.57,0,PGA,scaffold4,16336507,60,x,x,x,x,x,x,x,x,x,x,x
consensus_40552,SA30,7.57,16,PGA,scaffold4,27306497,36,x,x,x,x,x,x,x,x,x,x,x
consensus_43779,SA30,7.57,0,PGA,scaffold4,24559782,60,x,x,x,x,x,x,x,x,x,x,x
consensus_19989,SA30,7.57,16,PGA,scaffold4,20918460,60,x,x,x,x,x,x,x,x,x,x,x
consensus_46346,SA30,7.57,16,PGA,scaffold4,6917927,60,x,x,x,x,x,x,x,x,x,x,x
consensus_51458,SA30,7.57,0,PGA,scaffold4,5396460,48,x,x,x,x,x,x,x,x,x,x,x
consensus_48640,SA30,7.57,0,PGA,scaffold4,20605368,60,x,x,x,x,x,x,x,x,x,x,x
consensus_43805,SA30,7.89,0,PGA,scaffold4,18606191,60,x,x,x,x,x,x,x,x,x,x,x
consensus_48408,SA30,7.89,16,PGA,scaffold4,17731900,60,x,x,x,x,x,x,x,x,x,x,x
consensus_12092,SA30,7.89,0,PGA,scaffold4,24598688,60,x,x,x,x,x,x,x,x,x,x,x
consensus_44670,SA30,7.89,0,PGA,scaffold4,16894014,60,x,x,x,x,x,x,x,x,x,x,x
consensus_40864,SA30,7.89,16,PGA,scaffold4,7477930,60,x,x,x,x,x,x,x,x,x,x,x
consensus_30769,SA30,7.89,16,PGA,scaffold33,12019771,51,x,x,x,x,x,x,x,x,x,x,x
consensus_60173,SA30,8.22,16,PGA,scaffold4,7618703,60,x,x,x,x,x,x,x,x,x,x,x
consensus_38418,SA30,11.85,16,PGA,scaffold4,9217650,60,x,x,x,x,x,x,x,x,x,x,x
consensus_11773,SA30,13.82,0,PGA,scaffold4,25448760,60,x,x,x,x,x,x,x,x,x,x,x
consensus_40302,SA30,16.15,0,PGA,scaffold4,24338242,60,x,x,x,x,x,x,x,x,x,x,x
consensus_32992,SA30,17.46,0,PGA,scaffold4,23124156,60,x,x,x,x,x,x,x,x,x,x,x
consensus_8759,SA30,19.78,0,PGA,scaffold4,22180970,60,x,x,x,x,x,x,x,x,x,x,x
consensus_8471,SA30,22.45,16,PGA,scaffold4,21017747,59,x,x,x,x,x,x,x,x,x,x,x
consensus_52266,SA30,24.78,0,PGA,scaffold4,19783149,60,x,x,x,x,x,x,x,x,x,x,x
consensus_22099,SA30,25.1,0,PGA,scaffold4,19743303,60,x,x,x,x,x,x,x,x,x,x,x
consensus_28155,SA30,25.43,0,PGA,scaffold4,85834051,60,x,x,x,x,x,x,x,x,x,x,x
consensus_40068,SA30,26.08,0,PGA,scaffold4,19172538,60,x,x,x,x,x,x,x,x,x,x,x
consensus_46744,SA30,26.08,16,PGA,scaffold4,18817409,60,x,x,x,x,x,x,x,x,x,x,x
consensus_57570,SA30,26.08,0,PGA,scaffold4,19131347,60,x,x,x,x,x,x,x,x,x,x,x
consensus_37929,SA30,26.08,0,PGA,scaffold4,19172624,60,x,x,x,x,x,x,x,x,x,x,x
consensus_33934,SA30,26.41,0,PGA,scaffold4,19743389,60,x,x,x,x,x,x,x,x,x,x,x
consensus_30946,SA30,26.73,0,PGA,scaffold4,18013908,60,x,x,x,x,x,x,x,x,x,x,x
consensus_42470,SA30,28.38,0,PGA,scaffold4,786331,60,x,x,x,x,x,x,x,x,x,x,x
consensus_43874,SA30,29.69,0,PGA,scaffold4,16242269,60,x,x,x,x,x,x,x,x,x,x,x
consensus_29850,SA30,30.01,0,PGA,scaffold4,15299207,60,x,x,x,x,x,x,x,x,x,x,x
consensus_32743,SA30,30.34,0,PGA,scaffold4,14444273,60,x,x,x,x,x,x,x,x,x,x,x
consensus_18754,SA30,31.32,16,PGA,scaffold4,14019070,60,x,x,x,x,x,x,x,x,x,x,x
consensus_6528,SA30,31.65,0,PGA,scaffold4,12579737,60,x,x,x,x,x,x,x,x,x,x,x
consensus_20859,SA30,32.96,0,PGA,scaffold4,33507379,60,x,x,x,x,x,x,x,x,x,x,x
consensus_32095,SA30,33.28,0,PGA,scaffold4,34216506,60,x,x,x,x,x,x,x,x,x,x,x
consensus_18867,SA30,33.61,0,PGA,scaffold4,33575461,60,x,x,x,x,x,x,x,x,x,x,x
consensus_23204,SA30,33.61,0,PGA,scaffold4,8206525,60,x,x,x,x,x,x,x,x,x,x,x
consensus_455,SA30,33.61,0,PGA,scaffold4,33453147,60,x,x,x,x,x,x,x,x,x,x,x
consensus_38089,SA30,33.61,0,PGA,scaffold4,33575547,60,x,x,x,x,x,x,x,x,x,x,x
consensus_16133,SA30,33.93,0,PGA,scaffold4,13326092,60,x,x,x,x,x,x,x,x,x,x,x
consensus_2199,SA30,33.93,0,PGA,scaffold4,29095186,60,x,x,x,x,x,x,x,x,x,x,x
consensus_43335,SA30,33.93,16,PGA,scaffold4,7140977,60,x,x,x,x,x,x,x,x,x,x,x
consensus_36510,SA30,33.93,0,PGA,scaffold4,31826217,60,x,x,x,x,x,x,x,x,x,x,x
consensus_7978,SA30,34.59,0,PGA,scaffold4,31253874,48,x,x,x,x,x,x,x,x,x,x,x
consensus_26112,SA30,34.59,0,PGA,scaffold4,19680673,60,x,x,x,x,x,x,x,x,x,x,x
